
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   3 |
    | Number of dofs:     | 422 |
    | Number of elements: | 359 |
    | Number of nodes:    | 422 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  18.314 | [m/day] |
    | Min boundary flow:     | -18.443 | [m/day] |
    | Sum boundary flow:     |  -0.000 | [m/day] |
    | Max resulting gw flow: |  32.534 | [m/day] |
    | Min resulting gw flow: |   0.002 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    |  69 |    69 |      86.6 |       10.0 |  0.000 |    -0.099 |
    |  70 |    70 |      84.7 |       10.0 |  0.000 |    -0.137 |
    |  71 |    71 |      82.8 |       10.0 |  0.000 |    -0.180 |
    |  72 |    72 |      80.9 |       10.0 |  0.000 |    -0.250 |
    |  73 |    73 |      79.0 |       10.0 |  0.000 |    -0.331 |
    |  74 |    74 |      77.0 |       10.0 |  0.000 |    -0.458 |
    |  75 |    75 |      75.1 |       10.0 |  0.000 |    -0.610 |
    |  76 |    76 |      73.2 |       10.0 |  0.000 |    -0.841 |
    |  77 |    77 |      71.3 |       10.0 |  0.000 |    -1.124 |
    |  78 |    78 |      69.4 |       10.0 |  0.000 |    -1.543 |
    |  79 |    79 |      67.5 |       10.0 |  0.000 |    -2.078 |
    |  80 |    80 |      65.6 |       10.0 |  0.000 |    -2.866 |
    |  81 |    81 |      63.6 |       10.0 |  0.000 |    -3.804 |
    |  82 |    82 |      61.7 |       10.0 |  0.000 |    -5.172 |
    |  83 |    83 |      59.8 |       10.0 |  0.000 |    -6.778 |
    |  84 |    84 |      57.9 |       10.0 |  0.000 |    -9.606 |
    |  85 |    85 |      56.0 |       10.0 |  0.000 |   -11.858 |
    |  86 |    86 |      54.1 |       10.0 |  0.000 |   -16.128 |
    |  87 |    87 |      52.2 |       10.0 |  0.000 |   -18.443 |
    |  88 |    88 |      50.2 |        8.7 |  0.654 |     0.000 |
    |  89 |    89 |      50.2 |        7.5 |  1.542 |     0.000 |
    |  90 |    90 |      50.2 |        6.2 |  2.180 |     0.000 |
    |  91 |    91 |      50.0 |        5.0 |  5.077 |     0.000 |
    |  92 |    92 |      49.7 |        6.3 |  7.793 |    -0.000 |
    |  93 |    93 |      49.8 |        7.5 |  8.468 |    -0.000 |
    |  94 |    94 |      49.7 |        8.7 |  9.328 |     0.000 |
    |  95 |    95 |      47.8 |       10.0 | 10.000 |    18.314 |
    |  96 |    96 |      45.9 |       10.0 | 10.000 |    16.212 |
    |  97 |    97 |      44.0 |       10.0 | 10.000 |    12.251 |
    |  98 |    98 |      42.1 |       10.0 | 10.000 |     9.490 |
    |  99 |    99 |      40.2 |       10.0 | 10.000 |     6.674 |
    | 100 |   100 |      38.3 |       10.0 | 10.000 |     5.272 |
